Date,Machine Turf,"Briquettes, Loose","Briquettes, Baled",Nuggets,House Coal,"Premium Coal, bulk","Premium Coal, bag","Standard Coal, bulk","Standard Coal, bag",Anthracite Peas,Standard Anthracite,Recxo,Phurnacite,Extracite,Grade A Anthracite,Coalite,"Ovoids (Low Smoke), bulk","Ovoids (Low Smoke), bag",Gas Oil (schedule),Gas Oil (discounted),Kerosene (schedule),Kerosene (discounted),Bulk L.P.G.,Bottled Butane,Bottled Propane 34kg,Bottled Propane 47kg,Natural Gas Standard Rate,Natural Gas Reducing 0 - 585 kWh,Natural Gas Reducing Rate next 585 kWh ,Natural Gas Reducing Rate over 1170 kWh ,Natural Gas Double Up Discount Rate,Natural Gas Economy Rate,Natural Gas Minisaver Rate,Natural Gas Supersaver Rate,Natural Gas New Standard Rate,Natural Gas Gas New Reducing Rate 0- 3490kWh,Natural Gas Gas New Reducing Rate >3490kWh,Price Directives Gas Band D1: <20 GJ per annum,Price Directives Gas Band D2: >=20 <200 GJ per annum,Price Directives Gas Band D3: >=200 GJ per annum,Price Directives Electricity Band DA: <1000 kWh per annum,"Price Directives Electricity Band DB: >=1000 <2,500 kWh per annum",Price Directives Electricity Band DC: >=2500 <5000 kWh per annum,"Price Directives Electricity Band DD: >=5000 <15,000 kWh per annum","Price Directives Electricity Band DE: >=15,000 kWh per annum",Electricity General Domestic Rate,Electricity Night Saver - Day,Electricity Night Saver - Night,Wood Pellets Bulk Delivery,Wood Pellets bagged,Wood -Briquettes,"Hardwood, Small Bag, 20% moisture, Collected","Softwood, Small Bag, 25% moisture, Collected","Hardwood, Full Pallet, 20% moisture, Delivered","Softwood, Full Pallet, 25% moisture, Delivered","Softwood, Bulk (loose),25% moisture, Delivered",Special Notes
2015-01-01,n/a,n/a,4.6,396,n/a,439,n/a,419,n/a,n/a,506,n/a,n/a,n/a,546,n/a,481,n/a,0.79,n/a,0.77,n/a,0.8,33.38,90.5,123.29,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.09,0.075,0.067,0.665,0.321,0.254,0.218,0.182,n/a,n/a,n/a,0.29,0.34,0.38,n/a,n/a,n/a,n/a,n/a,Gas & Electricity prices represent prices from the EU Price Survey for 01/07/2014 to 31/12/2014.
2015-04-01,n/a,n/a,4.6,396,n/a,439,n/a,419,n/a,n/a,506,n/a,n/a,n/a,546,n/a,481,n/a,0.83,n/a,0.8,n/a,0.74,29.88,79.5,108.16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.075,0.067,0.063,0.697,0.31,0.243,0.204,0.174,n/a,n/a,n/a,0.29,0.35,0.37,n/a,n/a,n/a,n/a,n/a,Gas & Electricity prices represent prices from the EU Price Survey for 01/01/2015 to 30/06/2015.
2015-07-01,n/a,n/a,4.6,396,n/a,439,n/a,419,n/a,n/a,506,n/a,n/a,n/a,546,n/a,481,n/a,0.86,n/a,0.81,n/a,0.7,29.88,79.5,108.16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.075,0.067,0.063,0.697,0.31,0.243,0.204,0.174,n/a,n/a,n/a,0.29,0.35,0.37,n/a,n/a,n/a,n/a,n/a,Gas & Electricity prices represent prices from the EU Price Survey for 01/01/2015 to 30/06/2015.
2015-10-01,n/a,n/a,4.6,396,n/a,439,n/a,419,n/a,n/a,506,n/a,n/a,n/a,546,n/a,481,n/a,0.77,n/a,0.73,n/a,0.7,29.88,79.5,108.16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.089,0.072,0.065,0.481,0.307,0.245,0.211,0.181,n/a,n/a,n/a,0.29,0.36,0.38,n/a,n/a,n/a,n/a,n/a,"Gas & Electricity prices represent prices from the EU Price Survey for 01/07/2015 to 31/12/2015 (S2 2015). Firewood figures, bagged coal and discounted oil are from Jan 16"
2016-01-01,n/a,n/a,4.75,399,n/a,442,18.3,422,17.8,n/a,509,n/a,n/a,n/a,549,n/a,484,21.01,0.67,0.56,0.64,0.5,0.66,29.88,79.5,108.16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.089,0.072,0.065,0.481,0.307,0.245,0.211,0.181,n/a,n/a,n/a,0.29,0.36,0.38,0.5,0.34,0.41,0.29,0.2,"Gas & Electricity prices represent prices from the EU Price Survey for 01/07/2015 to 30/06/2015 (S2 2015). Firewood figures, bagged coal and discounted oil are from Jan 16"
2016-04-01,n/a,n/a,4.75,399,n/a,442,18.3,422,17.8,n/a,509,n/a,n/a,n/a,549,n/a,484,21.01,0.67,0.56,0.65,0.5,0.66,29.88,79.5,108.16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.073,0.065,0.061,0.409,0.283,0.232,0.199,0.172,n/a,n/a,n/a,0.29,0.36,0.38,0.5,0.34,0.41,0.29,0.2,Gas & Electricity prices represent prices from the EU Price Survey for 01/01/2016 to 30/06/2016 (S1 2016)
2016-07-01,n/a,n/a,4.75,399,n/a,442,18.3,422,17.8,n/a,509,n/a,n/a,n/a,549,n/a,484,21.01,0.73,0.62,0.7,0.56,0.64,29.15,77.75,108.16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.073,0.065,0.061,0.409,0.283,0.232,0.199,0.172,n/a,n/a,n/a,0.29,0.36,0.38,0.5,0.34,0.41,0.29,0.2,Gas & Electricity prices represent prices from the EU Price Survey for 01/01/2016 to 30/06/2016 (S1 2016)
2016-10-01,n/a,n/a,4.75,399,n/a,442,18.3,422,17.8,n/a,509,n/a,n/a,n/a,549,n/a,484,21.22,0.75,0.62,0.71,0.56,0.64,29.15,77.75,108.16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.083,0.068,0.06,0.443,0.298,0.234,0.199,0.166,n/a,n/a,n/a,0.29,0.35,0.38,0.5,0.34,0.41,0.29,0.2,Gas & Electricity prices represent prices from the EU Price Survey for 01/07/2016 to 31/12/2016 (S2 2016)
2017-01-01,n/a,n/a,4.75,399,n/a,442,18.33,422,17.47,n/a,509,n/a,n/a,n/a,549,n/a,484,20.7,0.83,0.67,0.79,0.63,0.64,29.15,77.75,108.16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.083,0.068,0.06,0.443,0.298,0.234,0.199,0.166,n/a,n/a,n/a,0.29,0.36,0.38,0.5,0.34,0.41,0.29,0.2,Gas & Electricity prices represent prices from the EU Price Survey for 01/07/2016 to 31/12/2016 (S2 2016)
2017-04-01,n/a,n/a,4.75,399,n/a,442,18.33,422,17.47,n/a,509,n/a,n/a,n/a,549,n/a,484,20.7,0.79,0.63,0.76,0.59,0.71,30.23,81.23,112.98,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.071,0.063,0.059,0.415,0.298,0.23,0.192,0.159,n/a,n/a,n/a,0.29,0.36,0.38,0.5,0.34,0.41,0.29,0.2,Gas & Electricity prices represent prices from the EU Price Survey for 01/01/2017 to 30/06/2017 (S1 2017)
2017-07-01,n/a,n/a,4.75,399,n/a,442,18.33,422,17.47,n/a,509,n/a,n/a,n/a,549,n/a,484,20.75,0.75,0.63,0.72,0.58,0.71,30.23,81.23,112.98,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.071,0.063,0.059,0.415,0.298,0.23,0.192,0.159,n/a,n/a,n/a,0.29,0.36,0.38,0.5,0.34,0.41,0.29,0.2,Gas & Electricity prices represent prices from the EU Price Survey for 01/01/2017 to 30/06/2017 (S1 2017)
2017-10-01,n/a,n/a,4.75,399,n/a,442,18.33,422,17.47,n/a,509,n/a,n/a,n/a,549,n/a,484,20.75,0.81,0.68,0.77,0.62,0.73,30.23,81.23,112.98,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.071,0.063,0.059,0.415,0.298,0.23,0.192,0.159,n/a,n/a,n/a,0.28,0.34,0.37,0.5,0.34,0.41,0.29,0.2,Gas & Electricity prices represent prices from the EU Price Survey for 01/07/2017 to 31/12/2017 (S2 2017)
2018-01-01,n/a,n/a,4.5,425,n/a,475,18.33,437.5,17.47,n/a,550,n/a,n/a,n/a,625,n/a,500,20.75,0.84,0.72,0.81,0.68,0.76,30.23,84.1,116.98,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.081,0.065,0.057,0.418,0.302,0.236,0.201,0.164,n/a,n/a,n/a,0.28,0.34,0.37,0.5,0.34,0.41,0.29,0.2,Gas & Electricity prices represent prices from the EU Price Survey for 01/07/2017 to 31/12/2017 (S2 2017)
2018-04-01,n/a,n/a,4.5,425,n/a,475,18.33,437.5,17.47,n/a,550,n/a,n/a,n/a,625,n/a,500,20.75,0.84,0.72,0.82,0.69,0.76,30.23,84.1,116.98,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.081,0.065,0.057,0.418,0.302,0.236,0.201,0.164,n/a,n/a,n/a,0.31,0.38,0.39,0.47,0.38,0.4,0.31,0.22,Gas & Electricity prices represent prices from the EU Price Survey for 01/07/2017 to 31/12/2017 (S2 2017)
2018-07-01,n/a,n/a,4.5,425,n/a,475,18.33,437.5,17.47,n/a,550,n/a,n/a,n/a,625,n/a,500,20.75,0.9,0.76,0.88,0.72,0.76,30.23,84.1,116.98,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.081,0.065,0.057,0.418,0.302,0.236,0.201,0.164,n/a,n/a,n/a,0.31,0.36,0.39,0.47,0.38,0.4,0.31,0.22,Gas & Electricity prices represent prices from the EU Price Survey for 01/07/2017 to 31/12/2017 (S2 2017)
2018-10-01,n/a,n/a,4.5,425,n/a,475,19.66,437.5,18.66,n/a,550,n/a,n/a,n/a,625,n/a,500,20.87,0.96,0.85,0.93,0.81,0.86,31.77,100.5,138.23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.069,0.063,0.06,0.384,0.306,0.237,0.196,0.162,n/a,n/a,n/a,0.31,0.36,0.39,0.47,0.38,0.4,0.31,0.22,Gas & Electricity prices represent prices from the EU Price Survey for 01/07/2018 to 31/12/2018 (S1 2018)
